Year,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2017,VC_HTF_DETVR,,PER_100000_POP,2020,68
2018,VC_HTF_DETVR,,PER_100000_POP,2020,124
2019,VC_HTF_DETVR,,PER_100000_POP,2020,448
2020,VC_HTF_DETVR,,PER_100000_POP,2020,476
