Year,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,Taux de croissance des emplois de la branche « hébergement et restauration »,,PT,2021,3.14
2016,Taux de croissance des emplois de la branche « hébergement et restauration »,,PT,2021,3.33
2017,Taux de croissance des emplois de la branche « hébergement et restauration »,,PT,2021,5.63
2018,Taux de croissance des emplois de la branche « hébergement et restauration »,,PT,2021,2.7
2019,Taux de croissance des emplois de la branche « hébergement et restauration »,,PT,2021,3.02
2020,Taux de croissance des emplois de la branche « hébergement et restauration »,,PT,2021,-8.68
2021,Taux de croissance des emplois de la branche « hébergement et restauration »,,PT,2021,3.14
