Year,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,_L_SN_0110101_1,,NUMBER,2020,12560
2016,_L_SN_0110101_1,,NUMBER,2020,10008
2017,_L_SN_0110101_1,,NUMBER,2020,6179
2018,_L_SN_0110101_1,,NUMBER,2020,4742
2019,_L_SN_0110101_1,,NUMBER,2020,8861
2020,_L_SN_0110101_1,,NUMBER,2020,6626
