Year,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,_L_SN0140701_1,,XOF,2021,116.5
2016,_L_SN0140701_1,,XOF,2021,126.4
2017,_L_SN0140701_1,,XOF,2021,131.3
2018,_L_SN0140701_1,,XOF,2021,140.4
2019,_L_SN0140701_1,,XOF,2021,152.0
2020,_L_SN0140701_1,,XOF,2021,139.6
2021,_L_SN0140701_1,,XOF,2021,135.1
