Year,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,Part des énergies renouvelables dans la puissance installée,,PT,2021,8.5
2016,Part des énergies renouvelables dans la puissance installée,,PT,2021,12.5
2017,Part des énergies renouvelables dans la puissance installée,,PT,2021,17.29
2018,Part des énergies renouvelables dans la puissance installée,,PT,2021,17.45
2019,Part des énergies renouvelables dans la puissance installée,,PT,2021,20.630000000000003
2020,Part des énergies renouvelables dans la puissance installée,,PT,2021,26.88
2021,Part des énergies renouvelables dans la puissance installée,,PT,2021,28.4
