Year,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,FB_ATM_TOTL,,NUMBER,2020,4.743
2016,FB_ATM_TOTL,,NUMBER,2020,4.785
2017,FB_ATM_TOTL,,NUMBER,2020,5.489
2018,FB_ATM_TOTL,,NUMBER,2020,5.437
2019,FB_ATM_TOTL,,NUMBER,2020,5.407
2020,FB_ATM_TOTL,,NUMBER,2020,5.385
2015,FB_CBK_BRCH,,NUMBER,2020,5.449
2016,FB_CBK_BRCH,,NUMBER,2020,5.621
2017,FB_CBK_BRCH,,NUMBER,2020,5.264
2018,FB_CBK_BRCH,,NUMBER,2020,5.884
2019,FB_CBK_BRCH,,NUMBER,2020,6.265
2020,FB_CBK_BRCH,,NUMBER,2020,6.595
