Year,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,BX_TRF_PWKR,,PT,2021,9.24
2016,BX_TRF_PWKR,,PT,2021,9.78
2017,BX_TRF_PWKR,,PT,2021,9.63
2018,BX_TRF_PWKR,,PT,2021,9.9
2019,BX_TRF_PWKR,,PT,2021,10.16
2020,BX_TRF_PWKR,,PT,2021,9.47
2021,BX_TRF_PWKR,,PT,2021,10.62
