Year,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,ER_RSK_LST,,IX,2020,0.95
2016,ER_RSK_LST,,IX,2020,0.94
2017,ER_RSK_LST,,IX,2020,0.94
2018,ER_RSK_LST,,IX,2020,0.95
2019,ER_RSK_LST,,IX,2020,0.94
2020,ER_RSK_LST,,IX,2020,0.9
