Year,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,DT_TDS_DECT,,PT,2021,8.21
2016,DT_TDS_DECT,,PT,2021,8.49
2017,DT_TDS_DECT,,PT,2021,9.83
2018,DT_TDS_DECT,,PT,2021,14.3
2019,DT_TDS_DECT,,PT,2021,11.58
2020,DT_TDS_DECT,,PT,2021,19.63
2021,DT_TDS_DECT,,PT,2021,19.8
