Year,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,EG_EGY_RNEW,,W_PER_CAPITA,2021,886.0
2016,EG_EGY_RNEW,,W_PER_CAPITA,2021,951.5
2017,EG_EGY_RNEW,,W_PER_CAPITA,2021,1024.68
2018,EG_EGY_RNEW,,W_PER_CAPITA,2021,1249.29
2019,EG_EGY_RNEW,,W_PER_CAPITA,2021,1435.99
2020,EG_EGY_RNEW,,W_PER_CAPITA,2021,1499.04
2021,EG_EGY_RNEW,,W_PER_CAPITA,2021,1616.4
