Year,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,GC_GOB_TAXD,,PT,2021,66.17
2016,GC_GOB_TAXD,,PT,2021,66.15
2018,GC_GOB_TAXD,,PT,2021,68.56
2019,GC_GOB_TAXD,,PT,2021,72.45
2020,GC_GOB_TAXD,,PT,2021,63.22
2021,GC_GOB_TAXD,,PT,2021,65.75
