Year,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,GF_FRN_FDI,,XOF,2020,231.73
2016,GF_FRN_FDI,,XOF,2020,249.45
2017,GF_FRN_FDI,,XOF,2020,342.23
2018,GF_FRN_FDI,,XOF,2020,471.23
2019,GF_FRN_FDI,,XOF,2020,576.0
2020,GF_FRN_FDI,,XOF,2020,840.1
