Year,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,_L_SN_0100501_1,,PT,2020,16.4
2016,_L_SN_0100501_1,,PT,2020,14.5
2017,_L_SN_0100501_1,,PT,2020,13.6
2018,_L_SN_0100501_1,,PT,2020,12.3
2019,_L_SN_0100501_1,,PT,2020,12.7
2020,_L_SN_0100501_1,,PT,2020,12.0
