Year,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,_L_SN_070201_1,,PT,2021,8.5
2016,_L_SN_070201_1,,PT,2021,12.5
2017,_L_SN_070201_1,,PT,2021,17.29
2018,_L_SN_070201_1,,PT,2021,17.45
2019,_L_SN_070201_1,,PT,2021,20.630000000000003
2020,_L_SN_070201_1,,PT,2021,26.88
2021,_L_SN_070201_1,,PT,2021,28.4
