Year,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,_L_SN_020401_1,,HA,2020,1950592
2016,_L_SN_020401_1,,HA,2020,500472
2017,_L_SN_020401_1,,HA,2020,556052
2018,_L_SN_020401_1,,HA,2020,405491
2019,_L_SN_020401_1,,HA,2020,475441
2020,_L_SN_020401_1,,HA,2020,441771
