Year,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,NY_GDP_PCAP,,PT,2021,3.01
2016,NY_GDP_PCAP,,PT,2021,3.2
2017,NY_GDP_PCAP,,PT,2021,4.3
2018,NY_GDP_PCAP,,PT,2021,3.04
2019,NY_GDP_PCAP,,PT,2021,1.5
2020,NY_GDP_PCAP,,PT,2021,-1.7
2021,NY_GDP_PCAP,,PT,2021,3.0
