Year,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,EG_EGY_PRIM,,TEP,2020,0.26
2016,EG_EGY_PRIM,,TEP,2020,0.28
2017,EG_EGY_PRIM,,TEP,2020,0.21
2018,EG_EGY_PRIM,,TEP,2020,0.21
2019,EG_EGY_PRIM,,TEP,2020,0.22
2020,EG_EGY_PRIM,,TEP,2020,0.22
