Year,SERIES,Reference area,UNIT_MEASURE,Time period details,Value
2015,HIV/AIDS prevalence rate.,,Percent,2021,0.7000000000000001
2016,HIV/AIDS prevalence rate.,,Percent,2021,0.7000000000000001
2017,HIV/AIDS prevalence rate.,,Percent,2021,0.5
2018,HIV/AIDS prevalence rate.,,Percent,2021,0.5
2019,HIV/AIDS prevalence rate.,,Percent,2021,0.5
2020,HIV/AIDS prevalence rate.,,Percent,2021,0.5
2021,HIV/AIDS prevalence rate.,,Percent,2021,0.5
