Year,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2016,VC_PRS_UNSNT,,PT,2021,0.421
2017,VC_PRS_UNSNT,,PT,2021,0.416
2018,VC_PRS_UNSNT,,PT,2021,0.43
2019,VC_PRS_UNSNT,,PT,2021,0.408
2020,VC_PRS_UNSNT,,PT,2021,0.4496
2021,VC_PRS_UNSNT,,PT,2021,0.4559
