Year,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,SH_TBS_INCD,,PER_100000_POP,2020,123
2016,SH_TBS_INCD,,PER_100000_POP,2020,122
2017,SH_TBS_INCD,,PER_100000_POP,2020,120
2018,SH_TBS_INCD,,PER_100000_POP,2020,118
2019,SH_TBS_INCD,,PER_100000_POP,2020,118
2020,SH_TBS_INCD,,PER_100000_POP,2020,117
