Year,SERIES,Reference area,UNIT_MEASURE,Time period details,Value
2015,Prevalence of undernourishment [2.1.1],,Percent,2020,9.8
2016,Prevalence of undernourishment [2.1.1],,Percent,2020,8.9
2017,Prevalence of undernourishment [2.1.1],,Percent,2020,7.9
2018,Prevalence of undernourishment [2.1.1],,Percent,2020,7.4
2019,Prevalence of undernourishment [2.1.1],,Percent,2020,7.5
2020,Prevalence of undernourishment [2.1.1],,Percent,2020,7.6
