Year,SERIES,Reference area,UNIT_MEASURE,Time period details,Value
2015,Red List Index [15.5.1],,Index,2020,0.95
2016,Red List Index [15.5.1],,Index,2020,0.94
2017,Red List Index [15.5.1],,Index,2020,0.94
2018,Red List Index [15.5.1],,Index,2020,0.95
2019,Red List Index [15.5.1],,Index,2020,0.94
2020,Red List Index [15.5.1],,Index,2020,0.9
