Year,SERIES,Reference area,UNIT_MEASURE,Time period details,Value
2015,Volume of remittances (in United States dollars) as a proportion of total GDP [17.3.2],,Percent,2021,9.24
2016,Volume of remittances (in United States dollars) as a proportion of total GDP [17.3.2],,Percent,2021,9.78
2017,Volume of remittances (in United States dollars) as a proportion of total GDP [17.3.2],,Percent,2021,9.63
2018,Volume of remittances (in United States dollars) as a proportion of total GDP [17.3.2],,Percent,2021,9.9
2019,Volume of remittances (in United States dollars) as a proportion of total GDP [17.3.2],,Percent,2021,10.16
2020,Volume of remittances (in United States dollars) as a proportion of total GDP [17.3.2],,Percent,2021,9.47
2021,Volume of remittances (in United States dollars) as a proportion of total GDP [17.3.2],,Percent,2021,10.62
