Year,SERIES,Reference area,UNIT_MEASURE,Time period details,Value
2015,Coverage of protected areas in relation to marine areas (Exclusive Economic Zones) [14.5.1],,Percent,2021,1.79
2016,Coverage of protected areas in relation to marine areas (Exclusive Economic Zones) [14.5.1],,Percent,2021,1.9
2017,Coverage of protected areas in relation to marine areas (Exclusive Economic Zones) [14.5.1],,Percent,2021,1.9
2018,Coverage of protected areas in relation to marine areas (Exclusive Economic Zones) [14.5.1],,Percent,2021,2.44
2019,Coverage of protected areas in relation to marine areas (Exclusive Economic Zones) [14.5.1],,Percent,2021,2.48
2020,Coverage of protected areas in relation to marine areas (Exclusive Economic Zones) [14.5.1],,Percent,2021,2.88
2021,Coverage of protected areas in relation to marine areas (Exclusive Economic Zones) [14.5.1],,Percent,2021,2.88
