Year,SERIES,Reference area,UNIT_MEASURE,Time period details,Value
2015,Bank solvency ratio (risk coverage),,Percent,2020,16.4
2016,Bank solvency ratio (risk coverage),,Percent,2020,14.5
2017,Bank solvency ratio (risk coverage),,Percent,2020,13.6
2018,Bank solvency ratio (risk coverage),,Percent,2020,12.3
2019,Bank solvency ratio (risk coverage),,Percent,2020,12.7
2020,Bank solvency ratio (risk coverage),,Percent,2020,12.0
