Year,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2011,SI_DST_FISP,,PT,2019,40.28
2017,SI_DST_FISP,,PT,2019,37.4
2018,SI_DST_FISP,,PT,2019,34.8
2019,SI_DST_FISP,,PT,2019,35.1
