Year,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,SH_STA_MALR,,PER_1000_POP,2019,34.5
2016,SH_STA_MALR,,PER_1000_POP,2019,45.65
2017,SH_STA_MALR,,PER_1000_POP,2019,52.3
2019,SH_STA_MALR,,PER_1000_POP,2019,21.9
