Year,SERIES,REF_AREA,EDUCATION_LEV,UNIT_MEASURE,TIME_DETAIL,Value
2015,_L_SN_040202_1,,ISCED11_02,PT,2021,16.7
2016,_L_SN_040202_1,,ISCED11_02,PT,2021,17.2
2017,_L_SN_040202_1,,ISCED11_02,PT,2021,17.4
2018,_L_SN_040202_1,,ISCED11_02,PT,2021,17.8
2019,_L_SN_040202_1,,ISCED11_02,PT,2021,17.6
2020,_L_SN_040202_1,,ISCED11_02,PT,2021,17.7
2021,_L_SN_040202_1,,ISCED11_02,PT,2021,17.7
