Year,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,SL_EMP_GTOTL,,PT,2019,38.0
2016,SL_EMP_GTOTL,,PT,2019,37.8
2017,SL_EMP_GTOTL,,PT,2019,40.0
2018,SL_EMP_GTOTL,,PT,2019,41.5
2019,SL_EMP_GTOTL,,PT,2019,40.3
