Year,SERIES,Reference area,UNIT_MEASURE,Time period details,Value
2015,Proportion of domestic budget funded by domestic taxes [17.1.2],,Percent,2021,66.17
2016,Proportion of domestic budget funded by domestic taxes [17.1.2],,Percent,2021,66.15
2018,Proportion of domestic budget funded by domestic taxes [17.1.2],,Percent,2021,68.56
2019,Proportion of domestic budget funded by domestic taxes [17.1.2],,Percent,2021,72.45
2020,Proportion of domestic budget funded by domestic taxes [17.1.2],,Percent,2021,63.22
2021,Proportion of domestic budget funded by domestic taxes [17.1.2],,Percent,2021,65.75
